Traffic_Violations100rows (2)
SeqID,Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,Search Conducted,Search Disposition,Search Outcome,Search Reason,Search Reason For Stop,Search Type,Search Arrest Reason,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
5e641929-62f8-4313-a8a7-d4d8d72f3f2e,08/12/2019,22:32:00,MCP,"2nd District, Bethesda",FAILURE TO DISPLAY & REFLECT RED COLOR LIGHT ON REAR LAMPS AND REFLECTORS AS REQ.,CONNECTICUT/ MONTROSE DRWY,39.0015683333333,-77.0769116666667,No,No,No,No,No,No,No,No,No,No,No,,Citation,,22-209(b),,,MD,02 - Automobile,2003,HONDA,PILOT,GRAY,Citation,22-209(b),Transportation Article,FALSE,HISPANIC,M,SILVER SPRING,MD,XX,A - Marked Patrol,"(39.0015683333333, -77.0769116666667)"
cc2b02cf-db54-42c4-a7d8-3827b637f48d,08/12/2019,17:25:00,MCP,"3rd District, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,650 UNIVERSITY BLVD E,0,0,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-1117(c),,,VA,02 - Automobile,2005,INFINITI,G35,SILVER,Citation,16-112(c),Transportation Article,FALSE,WHITE,M,ALEXANDRIA,VA,VA,A - Marked Patrol,"(0.0, 0.0)"
e479c39f-df57-466a-a33e-263d87994b18,08/12/2019,16:09:00,MCP,"6th District, Gaithersburg / Montgomery Village",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,MONTGOMERY VILLAGE AVE @ RUSSELL AVE,39.3573416666667,-77.1671866666667,No,Yes,No,No,No,No,No,No,No,No,No,,Citation,,21-201(a1),,,MD,02 - Automobile,2016,SUBARU,WRX,BLACK,Citation,21-201(a1),Transportation Article,FALSE,HISPANIC,M,GAITHERSBURG,MD,MD,L - Motorcycle,"(39.3573416666667, -77.1671866666667)"
e479c39f-df57-466a-a33e-263d87994b18,08/12/2019,16:09:00,MCP,"6th District, Gaithersburg / Montgomery Village",DRIVING VEH. WHILE WEARING EARPHONES,MONTGOMERY VILLAGE AVE @ RUSSELL AVE,39.3573416666667,-77.1671866666667,No,Yes,No,No,No,No,No,No,No,No,No,,Citation,,21-201(a1),,,MD,02 - Automobile,2016,SUBARU,WRX,BLACK,Citation,21-1120(c),Transportation Article,FALSE,HISPANIC,M,GAITHERSBURG,MD,MD,L - Motorcycle,"(39.3573416666667, -77.1671866666667)"
f758422b-891a-490a-804a-fee1bdbc225e,08/12/2019,21:49:00,MCP,"2nd District, Bethesda",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,ROCK SPRING DR/ROCKLEDGE DR,39.0267433333333,-77.13066,No,No,No,No,No,No,No,No,No,No,No,,Citation,,16-303(c),,,MD,02 - Automobile,2017,BMW,X3,SILVER,Citation,16-303(c),Transportation Article,FALSE,HISPANIC,F,BETHESDA,MD,MD,A - Marked Patrol,"(39.0267433333333, -77.13066)"
f758422b-891a-490a-804a-fee1bdbc225e,08/12/2019,21:49:00,MCP,"2nd District, Bethesda","DRIVING WHILE LIC. SUSP. UNDER 16-203, 16-206A2 FAIL TO ATTEND DIP, 17-106, 26-204/206, 27-103",ROCK SPRING DR/ROCKLEDGE DR,39.0267433333333,-77.13066,No,No,No,No,No,No,No,No,No,No,No,,Citation,,16-303(c),,,MD,02 - Automobile,2017,BMW,X3,SILVER,Citation,16-303(h),Transportation Article,FALSE,HISPANIC,F,BETHESDA,MD,MD,A - Marked Patrol,"(39.0267433333333, -77.13066)"
f758422b-891a-490a-804a-fee1bdbc225e,08/12/2019,21:49:00,MCP,"2nd District, Bethesda",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,ROCK SPRING DR/ROCKLEDGE DR,39.0267433333333,-77.13066,No,No,No,No,No,No,No,No,No,No,No,,Citation,,16-303(c),,,MD,02 - Automobile,2017,BMW,X3,SILVER,Citation,16-101(a1),Transportation Article,FALSE,HISPANIC,F,BETHESDA,MD,MD,A - Marked Patrol,"(39.0267433333333, -77.13066)"
ff93b257-5dac-4c05-ba47-f7dbe88cc087,08/12/2019,09:43:00,MCP,"1st District, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,W/B REDLAND RD @ SHADY GROVE METRO ACCES,39.11893,-77.16199,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-201(a1),,,MD,02 - Automobile,2011,TOYOTA,PRIUS,GRAY,Citation,21-201(a1),Transportation Article,FALSE,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.11893, -77.16199)"
39cfc739-a64e-4c35-92a0-9d821a9a5148,08/12/2019,11:04:00,MCP,"1st District, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,REDLAND RD @ SB RT355,39.112745,-77.1623633333333,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-201(a1),,,MD,05 - Light Duty Truck,2018,FORD,TK,BLACK,Citation,21-201(a1),Transportation Article,FALSE,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.112745, -77.1623633333333)"
55dc2a90-7951-41d2-b4a5-834162f39a74,08/12/2019,16:27:00,MCP,"1st District, Rockville",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,N/B RT355 AT 1ST ST,39.0780983333333,-77.1403783333333,No,No,No,No,No,No,No,No,No,No,No,,Citation,,16-303(c),,,MD,02 - Automobile,2014,JEEP,SUV,BLACK,Citation,16-303(c),Transportation Article,FALSE,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0780983333333, -77.1403783333333)"
55dc2a90-7951-41d2-b4a5-834162f39a74,08/12/2019,16:27:00,MCP,"1st District, Rockville","DRIVING WHILE LIC. SUSP. UNDER 16-203, 16-206A2 FAIL TO ATTEND DIP, 17-106, 26-204/206,OR 27-103",N/B RT355 AT 1ST ST,39.0780983333333,-77.1403783333333,No,No,No,No,No,No,No,No,No,No,No,,Citation,,16-303(c),,,MD,02 - Automobile,2014,JEEP,SUV,BLACK,Citation,16-303(h),Transportation Article,FALSE,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0780983333333, -77.1403783333333)"
6a0456bf-0ada-4854-b5d1-15ad1b9be27e,08/12/2019,18:17:00,MCP,"1st District, Rockville",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,N/B RT355 AT 1ST ST,39.0791566666667,-77.14192,No,No,No,No,No,No,No,No,No,No,No,,Citation,,16-303(c),,,MD,02 - Automobile,2001,ACURA,4DR,BLACK,Citation,16-303(c),Transportation Article,FALSE,BLACK,F,FT WASHINGTON,MD,MD,A - Marked Patrol,"(39.0791566666667, -77.14192)"
6a0456bf-0ada-4854-b5d1-15ad1b9be27e,08/12/2019,18:17:00,MCP,"1st District, Rockville","DRIVING WHILE LIC. SUSP. UNDER 16-203, 16-206A2 FAIL TO ATTEND DIP, 17-106, 26-204/206,OR 27-103",N/B RT355 AT 1ST ST,39.0791566666667,-77.14192,No,No,No,No,No,No,No,No,No,No,No,,Citation,,16-303(c),,,MD,02 - Automobile,2001,ACURA,4DR,BLACK,Citation,16-303(h),Transportation Article,FALSE,BLACK,F,FT WASHINGTON,MD,MD,A - Marked Patrol,"(39.0791566666667, -77.14192)"
6bd06139-c3b0-400d-8313-93c7eac0de7a,08/12/2019,10:06:00,MCP,"1st District, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,REDLAND RD @ SB RT355,39.1141183333333,-77.163795,No,No,No,No,No,No,No,No,No,No,No,,Warning,,21-201(a1),,,MD,05 - Light Duty Truck,2018,FORD,WORK TK,WHITE,Warning,21-201(a1),Transportation Article,FALSE,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.1141183333333, -77.163795)"
a97d8137-ed9b-4f43-b9dc-0decca23e0f5,08/12/2019,10:26:00,MCP,"1st District, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,REDLAND RD @ SB RT355,39.1132966666667,-77.16282,No,No,No,No,No,No,No,No,No,No,No,,Warning,,21-201(a1),,,MD,02 - Automobile,2000,OLDS,VN,WHITE,Warning,21-201(a1),Transportation Article,FALSE,BLACK,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.1132966666667, -77.16282)"
a6d3438d-aef6-43cf-85fd-282c3179da79,08/12/2019,11:11:00,MCP,"1st District, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,REDLAND RD @ SB RT355,39.113075,-77.16268,No,No,No,No,No,No,No,No,No,No,No,,Warning,,21-201(a1),,,MD,02 - Automobile,2006,TOYT,4DR,WHITE,Warning,21-201(a1),Transportation Article,FALSE,WHITE,M,BROOKEVILLE,MD,MD,A - Marked Patrol,"(39.113075, -77.16268)"
dceafceb-5242-4084-b73c-485312bc60c8,08/12/2019,16:31:00,MCP,"2nd District, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,PERRY AVE. AT LEXINGTON AVE.,39.03252,-77.07237,No,No,No,No,No,No,No,No,No,No,No,,Warning,,21-201(a1),,,MD,02 - Automobile,2003,CHRY,VN,GRAY,Warning,21-201(a1),Transportation Article,FALSE,WHITE,F,CLARKSVILLE,MD,MD,A - Marked Patrol,"(39.03252, -77.07237)"
260b6fe2-bc97-4a9c-b983-0752c51c281e,08/12/2019,12:28:00,MCP,"2nd District, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,ROSEMARY CIRCLE AT ROSEMARY ST,38.9775516666667,-77.08442,No,No,No,No,No,No,No,No,No,No,No,,Warning,,21-201(a1),,,MD,02 - Automobile,2005,HONDA,ACCORD,BLACK,Warning,21-201(a1),Transportation Article,FALSE,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9775516666667, -77.08442)"
260b6fe2-bc97-4a9c-b983-0752c51c281e,08/12/2019,12:28:00,MCP,"2nd District, Bethesda",DRIVING WRONG WAY--ONE WAY STREET,ROSEMARY CIRCLE AT ROSEMARY ST,38.9775516666667,-77.08442,No,No,No,No,No,No,No,No,No,No,No,,Warning,,21-201(a1),,,MD,02 - Automobile,2005,HONDA,ACCORD,BLACK,Warning,21-308(a),Transportation Article,FALSE,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9775516666667, -77.08442)"
96b84ea3-e109-451f-b0a6-67010e4c4229,08/12/2019,20:59:00,MCP,"4th District, Wheaton",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY SPEED,BEL PRE RD & LAYHILL RD,39.09125,-77.0429333333333,No,No,No,No,No,No,No,No,No,No,No,,Warning,,21-801(a),,,MD,02 - Automobile,2010,HOND,TK,GRAY,Warning,21-801(a),Transportation Article,FALSE,OTHER,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.09125, -77.0429333333333)"
96b84ea3-e109-451f-b0a6-67010e4c4229,08/12/2019,20:59:00,MCP,"4th District, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,BEL PRE RD & LAYHILL RD,39.09125,-77.0429333333333,No,No,No,No,No,No,No,No,No,No,No,,Warning,,21-801(a),,,MD,02 - Automobile,2010,HOND,TK,GRAY,Warning,21-201(a1),Transportation Article,FALSE,OTHER,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.09125, -77.0429333333333)"
c546135b-e20e-4bbe-8fe2-8bddedd198d7,08/12/2019,13:14:00,MCP,"5th District, Germantown",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,NEWCUT RD AT SNOWDEN FARM PKWY,39.2281535,-77.2502875,Yes,No,No,No,No,No,No,No,No,No,No,,Warning,,21-202(h1),,,MD,02 - Automobile,2017,HOND,4S,BLACK,Warning,21-202(h1),Transportation Article,TRUE,HISPANIC,F,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.2281535, -77.2502875)"
c524a585-7479-4f90-8af4-42e2d88c11f3,08/12/2019,09:16:00,MCP,"1st District, Rockville",DRIVER FAILURE TO STOP AT STOP SIGN LINE,QUINCE ORCHARD ROAD AT DUFIEF MILL ROAD,39.0826383333333,-77.2495516666667,No,No,No,No,No,No,No,No,No,No,No,,Warning,,21-707(a),,,MD,02 - Automobile,2015,MAZDA,CX5,GRAY,Warning,21-707(a),Transportation Article,FALSE,ASIAN,M,NORTH POTOMAC,MD,MD,A - Marked Patrol,"(39.0826383333333, -77.2495516666667)"
9adc69be-5d2f-4f8f-895b-dfc2ceb3bf8e,08/12/2019,16:42:00,MCP,"3rd District, Silver Spring",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,RANDOLPH ROAD & GLENMONT CIRCLE,39.059645,-77.04858,No,No,No,No,No,No,No,No,No,No,No,,Warning,,21-301(a),,,MD,02 - Automobile,1999,TOYT,4S,SILVER,Warning,21-301(a),Transportation Article,FALSE,ASIAN,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.059645, -77.04858)"
c0024b3b-44bc-45ee-995d-08de792f658b,08/12/2019,22:51:00,MCP,"4th District, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,HEWITT AVE & RIPPLING BROOK DR,39.0833183333333,-77.0556416666667,Yes,No,No,No,No,No,No,No,No,No,No,,Warning,,21-201(a1),,,MD,02 - Automobile,2006,TOYOTA,SCION,SILVER,Warning,21-201(a1),Transportation Article,TRUE,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0833183333333, -77.0556416666667)"
253ffd62-4861-4432-89cc-4ad6b8f6a911,08/12/2019,18:42:00,MCP,"4th District, Wheaton",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,CLARKSBURG RD AT 270,0,0,No,No,No,No,No,No,No,No,No,No,No,,Warning,,13-411(d),,,MD,02 - Automobile,2017,HYUNDAI,ELANTRA,WHITE,Warning,13-411(d),Transportation Article,FALSE,HISPANIC,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(0.0, 0.0)"
a204d2be-3baf-49cd-89fb-5da4d60d0354,08/12/2019,22:31:00,MCP,"6th District, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,MD 355 / PERRY PKWY,0,0,No,Yes,No,No,No,No,No,No,No,No,No,,Warning,,22-226(a),,,MD,02 - Automobile,2008,CHEVROLET,TRAILBLAZER,BLACK,Warning,22-226(a),Transportation Article,FALSE,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(0.0, 0.0)"
a204d2be-3baf-49cd-89fb-5da4d60d0354,08/12/2019,22:31:00,MCP,"6th District, Gaithersburg / Montgomery Village",FAILURE OF DRIVER TO DRIVE TO CURB UPON SIGNAL BY POLICE VEH.,MD 355 / PERRY PKWY,0,0,No,Yes,No,No,No,No,No,No,No,No,No,,Warning,,22-226(a),,,MD,02 - Automobile,2008,CHEVROLET,TRAILBLAZER,BLACK,Warning,21-405(b),Transportation Article,FALSE,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(0.0, 0.0)"
4594db78-875d-48e6-a716-c273d979825f,08/12/2019,21:37:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,SCENARY DRIVE AND BRANDERMILL DRIVE,0,0,No,No,No,No,No,No,No,No,No,No,No,,Warning,,21-201(a1),,,MD,02 - Automobile,2018,SUBURU,OUTBACK,BLUE,Warning,21-201(a1),Transportation Article,FALSE,HISPANIC,M,WINDSOR MILL,MD,MD,A - Marked Patrol,"(0.0, 0.0)"
1f757e92-f4e7-4442-b442-b2a54cf26ddf,08/11/2019,22:03:00,MCP,"2nd District, Bethesda",FAILURE TO PROPERLY EQUIP & LOCATE HEADLAMPS ON MOTOR VEH.,RIVER RD @ ROYAL DOMINION DR,38.99095,-77.1553033333333,No,No,No,No,No,No,No,No,No,No,No,,Warning,,22-203(b),,,VA,02 - Automobile,2013,FORD,EXPLORER,GREEN,Warning,22-203(b),Transportation Article,FALSE,WHITE,M,NEW ROCHELLE,NY,NY,A - Marked Patrol,"(38.99095, -77.1553033333333)"
1f757e92-f4e7-4442-b442-b2a54cf26ddf,08/11/2019,22:03:00,MCP,"2nd District, Bethesda",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,RIVER RD @ ROYAL DOMINION DR,38.99095,-77.1553033333333,No,No,No,No,No,No,No,No,No,No,No,,Warning,,22-203(b),,,VA,02 - Automobile,2013,FORD,EXPLORER,GREEN,Warning,13-409(b),Transportation Article,FALSE,WHITE,M,NEW ROCHELLE,NY,NY,A - Marked Patrol,"(38.99095, -77.1553033333333)"
b4da935e-4b51-4ccc-86a5-92313c682ff9,08/11/2019,22:23:00,MCP,"2nd District, Bethesda",DRIVING VEH. WITH IMPROPERLY MOUNTED & SPACED TAIL LAMPS,RIVER RD @ ROYAL DOMINION DR,38.985065,-77.1411166666667,No,No,No,No,No,No,No,No,No,No,No,,Warning,,22-204(d),,,VA,02 - Automobile,2011,TOYOTA,COROLLA,SILVER,Warning,22-204(d),Transportation Article,FALSE,WHITE,M,ARLINGTON,VA,VA,A - Marked Patrol,"(38.985065, -77.1411166666667)"
55dc2a90-7951-41d2-b4a5-834162f39a74,08/12/2019,16:27:00,MCP,"1st District, Rockville",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,N/B RT355 AT 1ST ST,39.0780983333333,-77.1403783333333,No,No,No,No,No,No,No,No,No,No,No,,Citation,,16-303(c),,,MD,02 - Automobile,2014,JEEP,SUV,BLACK,Warning,16-112(c),Transportation Article,FALSE,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0780983333333, -77.1403783333333)"
c6b5ea87-95b8-46f5-b027-aa108bc12dd0,08/13/2019,10:11:00,MCP,"1st District, Rockville",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,RGAITHER RD/REDLAND BLVD,0,0,No,No,No,No,No,No,No,No,No,No,No,,Citation,,13-411(f),,,MD,03 - Station Wagon,2017,DODGE,CHARGER,GRAY,Warning,13-401(b1),Transportation Article,FALSE,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(0.0, 0.0)"
55dc2a90-7951-41d2-b4a5-834162f39a74,08/12/2019,16:27:00,MCP,"1st District, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,N/B RT355 AT 1ST ST,39.0780983333333,-77.1403783333333,No,No,No,No,No,No,No,No,No,No,No,,Citation,,16-303(c),,,MD,02 - Automobile,2014,JEEP,SUV,BLACK,Warning,13-409(b),Transportation Article,FALSE,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0780983333333, -77.1403783333333)"
10334ac7-81a5-4cbe-b599-74d86574f206,08/12/2019,14:02:00,MCP,"4th District, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,GEORGIA AVE @ LOCUST GROVE RD,39.0145466666667,-77.0422066666667,No,No,No,No,No,No,No,No,No,No,No,,Warning,,21-201(a1),,,MD,02 - Automobile,2005,NISSAN,MAXIMA,BLACK,Warning,21-201(a1),Transportation Article,FALSE,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0145466666667, -77.0422066666667)"
10334ac7-81a5-4cbe-b599-74d86574f206,08/12/2019,14:02:00,MCP,"4th District, Wheaton",DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,GEORGIA AVE @ LOCUST GROVE RD,39.0145466666667,-77.0422066666667,No,No,No,No,No,No,No,No,No,No,No,,Warning,,21-201(a1),,,MD,02 - Automobile,2005,NISSAN,MAXIMA,BLACK,Warning,21-309(d),Transportation Article,FALSE,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0145466666667, -77.0422066666667)"
10334ac7-81a5-4cbe-b599-74d86574f206,08/12/2019,14:02:00,MCP,"4th District, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,GEORGIA AVE @ LOCUST GROVE RD,39.0145466666667,-77.0422066666667,No,No,No,No,No,No,No,No,No,No,No,,Warning,,21-201(a1),,,MD,02 - Automobile,2005,NISSAN,MAXIMA,BLACK,Warning,13-409(b),Transportation Article,FALSE,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0145466666667, -77.0422066666667)"
